track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,date_clean,year,decades
6oJ6le65B3SEqPwMRNXWjY,Higher Love,Kygo,87,4wquJImu8RtyEuDtIAsfcE,Higher Love,2019-06-28,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.693,0.678,8,-7.159,1,0.0324,0.0154,6.05e-06,0.101,0.404,103.952,228267,2019-06-28,2019,2010s
5PYQUBXc7NYeI1obMKSJK0,Never Really Over,Katy Perry,85,3KjXg0MDej2pG9fv6I22lT,Never Really Over,2019-05-31,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.77,0.882,8,-4.792,1,0.0602,0.194,0.0,0.316,0.385,99.991,223523,2019-05-31,2019,2010s
5WHTFyqSii0lmT9R21abT8,Don't Call Me Up,Mabel,85,0syM7OUAhV7S6XmOa4nLUZ,Ivy To Roses (Mixtape),2019-01-18,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.674,0.881,9,-2.853,1,0.147,0.296,3.01e-06,0.0793,0.234,98.994,178480,2019-01-18,2019,2010s
7BKLCZ1jbUBVqRi2FVlTVw,Closer (feat. Halsey),The Chainsmokers,85,0rSLgV8p5FzfnqlEk4GzxE,Closer (feat. Halsey),2016-07-29,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01,244960,2016-07-29,2016,2010s
6cy3ki60hLwimwIje7tALf,RITMO (Bad Boys For Life),The Black Eyed Peas,96,6EobpC5SDFy5DF50dWNVGF,RITMO (Bad Boys For Life),2019-10-12,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.721,0.716,10,-7.037,0,0.0657,0.0334,0.00084,0.237,0.667,104.994,221714,2019-10-12,2019,2010s
0qaWEvPkts34WF68r8Dzx9,Turn Me On (feat. Vula),Riton,86,7mtnp7B5yFt3D3PAznGzc8,Turn Me On (feat. Vula),2019-09-13,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.737,0.828,11,-4.711,1,0.0396,0.0149,0.000583,0.0862,0.517,124.052,208474,2019-09-13,2019,2010s
7ef4DlsgrMEH11cDZd32M6,One Kiss (with Dua Lipa),Calvin Harris,85,7GEzhoTiqcPYkOprWQu581,One Kiss (with Dua Lipa),2018-04-06,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,214847,2018-04-06,2018,2010s
7CHi4DtfK4heMlQaudCuHK,Lose Control,MEDUZA,91,1qSOaTvsCOyFJya3v1UzkP,Lose Control,2019-10-11,Dance Room,37i9dQZF1DX2ENAPP1Tyed,pop,dance pop,0.598,0.526,10,-8.659,0,0.0415,0.129,0.0,0.14,0.529,123.935,168387,2019-10-11,2019,2010s
25sgk305KZfyuqVBQIahim,Sweet but Psycho,Ava Max,87,7CdLU3GgPy1PH5FVsrPlyA,Sweet but Psycho,2018-08-17,Pop Warmup 130 BPM,37i9dQZF1DX3PIAZMcbo2T,pop,dance pop,0.719,0.704,1,-4.724,1,0.0476,0.0691,0.0,0.166,0.628,133.002,187436,2018-08-17,2018,2010s
2Fxmhks0bxGSBdJ92vM42m,bad guy,Billie Eilish,95,0S0KGZnfBGSIssfF54WSJh,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019-03-29,Pop Warmup 130 BPM,37i9dQZF1DX3PIAZMcbo2T,pop,dance pop,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194088,2019-03-29,2019,2010s
5KawlOMHjWeUjQtnuRs22c,Boy With Luv (feat. Halsey),BTS,85,1AvXa8xFEXtR3hb4bgihIK,MAP OF THE SOUL : PERSONA,2019-04-12,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.645,0.862,11,-4.757,0,0.0965,0.0923,0.0,0.192,0.798,119.991,229773,2019-04-12,2019,2010s
0bMbDctzMmTyK2j74j3nF3,"Alone, Pt. II",Alan Walker,85,700MviIgFKNTldTXmOAFOr,"Alone, Pt. II",2019-12-27,Dance Pop Tunes,4SdfG4cPG3skmTiQLozZGh,pop,dance pop,0.67,0.668,3,-4.306,0,0.0422,0.536,0.0,0.133,0.608,88.033,179053,2019-12-27,2019,2010s
3TKpJrY9q49Mj1JOsM9zGL,Family,The Chainsmokers,85,01GR4NL5O5CZM51k0aejKD,World War Joy,2019-12-06,Dance Pop Tunes,4SdfG4cPG3skmTiQLozZGh,pop,dance pop,0.584,0.607,11,-6.605,1,0.0356,0.426,0.0,0.101,0.374,117.817,194827,2019-12-06,2019,2010s
24Yi9hE78yPEbZ4kxyoXAI,Roses - Imanbek Remix,SAINt JHN,88,3GqSdhWjmMypMwPLtzoFYs,Roses (Imanbek Remix),2019-10-09,Dance Pop Tunes,4SdfG4cPG3skmTiQLozZGh,pop,dance pop,0.77,0.724,8,-5.484,1,0.0495,0.0167,0.0105,0.353,0.898,121.974,176840,2019-10-09,2019,2010s
6Qs4SXO9dwPj5GKvVOv8Ki,Dancing With A Stranger (with Normani),Sam Smith,87,1V9oE8bVilClrk5naqyyvL,Dancing With A Stranger (with Normani),2019-01-11,Dance Pop Tunes,4SdfG4cPG3skmTiQLozZGh,pop,dance pop,0.741,0.52,8,-7.513,1,0.0656,0.45,1.97e-06,0.222,0.347,102.998,171030,2019-01-11,2019,2010s
2tnVG71enUj33Ic2nFN6kZ,Ride It,Regard,94,4zOhjJfe0dwqsNdDYk622E,Ride It,2019-07-26,Pop / Dance,6mXh8CUBMBsBUu88a4eAQV,pop,dance pop,0.88,0.751,7,-4.258,0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,157606,2019-07-26,2019,2010s
4hPpVbbakQNv8YTHYaOJP4,One Thing Right,Marshmello,85,4QAC6FquY8D0RXom13iE5J,One Thing Right,2019-06-21,Pop / Dance,6mXh8CUBMBsBUu88a4eAQV,pop,dance pop,0.659,0.623,4,-2.253,1,0.0451,0.0667,0.0,0.582,0.439,88.042,181824,2019-06-21,2019,2010s
7k4t7uLgtOxPwTpFmtJNTY,Tusa,KAROL G,98,7mKevNHhVnZER3BLgI8O4F,Tusa,2019-11-07,Todo Éxitos,2ji5tRQVfnhaX1w9FhmSzk,pop,dance pop,0.803,0.715,2,-3.28,1,0.298,0.295,0.000134,0.0574,0.574,101.085,200960,2019-11-07,2019,2010s
3ZCTVFBt2Brf31RLEnCkWJ,everything i wanted,Billie Eilish,97,4i3rAwPw7Ln2YrKDusaWyT,everything i wanted,2019-11-13,Todo Éxitos,2ji5tRQVfnhaX1w9FhmSzk,pop,dance pop,0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,245426,2019-11-13,2019,2010s
41L3O37CECZt3N7ziG2z7l,Yummy,Justin Bieber,95,1SN6N3fNkZk5oXQ9X46QZ3,Yummy,2020-01-03,Todo Éxitos,2ji5tRQVfnhaX1w9FhmSzk,pop,dance pop,0.662,0.519,9,-6.554,0,0.106,0.404,0.0,0.121,0.495,145.841,210427,2020-01-03,2020,
6RyaV7owmVU6fzEPE17sF1,Que Tire Pa Lante,Daddy Yankee,90,155yGQqPxsYkhV7zQyL95t,Que Tire Pa Lante,2019-10-18,Todo Éxitos,2ji5tRQVfnhaX1w9FhmSzk,pop,dance pop,0.658,0.901,7,-2.814,1,0.0357,0.0478,0.0,0.12,0.708,93.979,210520,2019-10-18,2019,2010s
2usxQITOSDqvkYiI0oIwao,You should be sad,Halsey,86,1gBDGPFz9v93dxE3fUU9eO,You should be sad,2020-01-10,Todo Éxitos,2ji5tRQVfnhaX1w9FhmSzk,pop,dance pop,0.591,0.585,2,-6.35,1,0.0277,0.143,0.0,0.109,0.324,110.94,205473,2020-01-10,2020,
59s0s39NFWScuHDbHytI14,Indeciso,Reik,88,4qecT0ZJrf35thz2WaEm6P,Indeciso,2019-08-23,Todo Éxitos,2ji5tRQVfnhaX1w9FhmSzk,pop,dance pop,0.738,0.748,0,-4.902,1,0.0453,0.182,0.0,0.11,0.896,94.949,217253,2019-08-23,2019,2010s
2ksOAxtIxY8yElEWw8RhgK,China,Anuel AA,93,1PTTAq0OxggVgqP5WTYWDh,China,2019-07-19,Todo Éxitos,2ji5tRQVfnhaX1w9FhmSzk,pop,dance pop,0.786,0.808,7,-3.702,1,0.0882,0.0846,0.000289,0.0822,0.609,105.027,301714,2019-07-19,2019,2010s
3jbT1Y5MoPwEIpZndDDwVq,Adicto (with Anuel AA & Ozuna),Tainy,90,7nqA49hzXJWPH4cnM8nk6x,Adicto (with Anuel AA & Ozuna),2019-08-22,Todo Éxitos,2ji5tRQVfnhaX1w9FhmSzk,pop,dance pop,0.734,0.836,10,-4.803,0,0.0735,0.017,1.64e-05,0.179,0.623,80.002,270741,2019-08-22,2019,2010s
2rc7BkzO8qepMFAxHtOrXc,Blanco,J Balvin,88,5mcUbpuVL0i5q4cECQ6cV4,Blanco,2019-11-15,Todo Éxitos,2ji5tRQVfnhaX1w9FhmSzk,pop,dance pop,0.87,0.706,9,-5.395,0,0.126,0.0253,0.0063,0.0872,0.593,100.013,145800,2019-11-15,2019,2010s
0TK2YIli7K1leLovkQiNik,Señorita,Shawn Mendes,93,2ZaX1FdZCwchXl1QZiD4O4,Señorita,2019-06-21,Todo Éxitos,2ji5tRQVfnhaX1w9FhmSzk,pop,dance pop,0.759,0.54,9,-6.039,0,0.0287,0.037,0.0,0.0945,0.75,116.947,190960,2019-06-21,2019,2010s
2b8fOow8UzyDFAE27YhOZM,Memories,Maroon 5,98,3nR9B40hYLKLcR0Eph3Goc,Memories,2019-09-20,Todo Éxitos,2ji5tRQVfnhaX1w9FhmSzk,pop,dance pop,0.764,0.32,11,-7.209,1,0.0546,0.837,0.0,0.0822,0.575,91.019,189486,2019-09-20,2019,2010s
0sf12qNH5qcw8qpgymFOqD,Blinding Lights,The Weeknd,98,2ZfHkwHuoAZrlz7RMj0PDz,Blinding Lights,2019-11-29,Todo Éxitos,2ji5tRQVfnhaX1w9FhmSzk,pop,dance pop,0.513,0.796,1,-4.075,1,0.0629,0.00147,0.000209,0.0938,0.345,171.017,201573,2019-11-29,2019,2010s
7qEHsqek33rTcFNT9PFqLf,Someone You Loved,Lewis Capaldi,94,5658aM19fA3JVwTK6eQX70,Divinely Uninspired To A Hellish Extent,2019-05-17,Todo Éxitos,2ji5tRQVfnhaX1w9FhmSzk,pop,dance pop,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,182161,2019-05-17,2019,2010s
6Gg1gjgKi2AK4e0qzsR7sd,Bandit (with YoungBoy Never Broke Again),Juice WRLD,92,3t6Z2qoBVCS4NHNI25XECH,Bandit (with YoungBoy Never Broke Again),2019-10-04,Todo Éxitos,2ji5tRQVfnhaX1w9FhmSzk,pop,dance pop,0.474,0.631,5,-5.884,0,0.343,0.0687,0.0,0.132,0.425,180.051,189323,2019-10-04,2019,2010s
0fea68AdmYNygeTGI4RC18,LA CANCIÓN,J Balvin,91,6ylFfzx32ICw4L1A7YWNLN,OASIS,2019-06-28,Todo Éxitos,2ji5tRQVfnhaX1w9FhmSzk,pop,dance pop,0.754,0.646,7,-5.795,1,0.317,0.152,1.85e-05,0.108,0.429,176.089,242573,2019-06-28,2019,2010s
3cphb8kdsjElYR7r5icK3H,Nice To Meet Ya,Niall Horan,87,3KrYBAbfxlssMirZLs6HzZ,Nice To Meet Ya,2019-10-04,Todo Éxitos,2ji5tRQVfnhaX1w9FhmSzk,pop,dance pop,0.591,0.841,4,-4.351,0,0.0304,0.0119,0.0,0.395,0.392,109.034,158805,2019-10-04,2019,2010s
57vxBYXtHMk6H1aD29V7PU,Heartless,The Weeknd,93,7vRcickwa6GCfY1qKKe4lK,Heartless,2019-11-27,Todo Éxitos,2ji5tRQVfnhaX1w9FhmSzk,pop,dance pop,0.531,0.75,10,-5.831,0,0.111,0.00632,7.6e-05,0.117,0.198,169.954,200080,2019-11-27,2019,2010s
5w9c2J52mkdntKOmRLeM2m,Con Calma,Daddy Yankee,87,1otwHKoQ5KPaiekpYk4tWh,Con Calma,2019-01-24,Todo Éxitos,2ji5tRQVfnhaX1w9FhmSzk,pop,dance pop,0.737,0.86,8,-2.652,0,0.0593,0.11,1.94e-06,0.0574,0.656,93.989,193227,2019-01-24,2019,2010s
3i9UVldZOE0aD0JnyfAZZ0,Lover (Remix) [feat. Shawn Mendes],Taylor Swift,85,2UfvnX1YYeC2cExMQTMbXC,Lover (Remix) [feat. Shawn Mendes],2019-11-13,Todo Éxitos,2ji5tRQVfnhaX1w9FhmSzk,pop,dance pop,0.448,0.603,7,-7.176,1,0.064,0.433,0.0,0.0862,0.422,205.272,221307,2019-11-13,2019,2010s
1HfMVBKM75vxSfsQ5VefZ5,Lose You To Love Me,Selena Gomez,93,3tBkjgxDqAwss76O1YHsSY,Lose You To Love Me,2019-10-23,Todo Éxitos,2ji5tRQVfnhaX1w9FhmSzk,pop,dance pop,0.505,0.34,4,-9.005,1,0.0438,0.576,0.0,0.21,0.0916,101.993,206459,2019-10-23,2019,2010s
7ce20yLkzuXXLUhzIDoZih,Before You Go,Lewis Capaldi,90,0488X5veBK6t3vSmIiTDJY,Before You Go,2019-11-19,Todo Éxitos,2ji5tRQVfnhaX1w9FhmSzk,pop,dance pop,0.459,0.575,3,-4.858,1,0.0573,0.604,0.0,0.0885,0.183,111.881,215107,2019-11-19,2019,2010s
1c0hsvHLELX6y8qymnpLKL,Soltera - Remix,Lunay,85,2m9Vuc9Q19qhSm6RQmBgsR,Soltera (Remix),2019-05-10,Todo Éxitos,2ji5tRQVfnhaX1w9FhmSzk,pop,dance pop,0.795,0.783,5,-4.271,1,0.0432,0.361,0.0,0.437,0.8,92.016,266087,2019-05-10,2019,2010s
5ZULALImTm80tzUbYQYM9d,Dance Monkey,Tones and I,92,2pJXQvY0YeDvVJ9gMU9G7j,The Kids Are Coming,2019-08-29,Pop Dance Hits,7eERKCkgNKCCx5GYdeMIZf,pop,dance pop,0.824,0.588,6,-6.4,0,0.0924,0.692,0.000104,0.149,0.513,98.027,209438,2019-08-29,2019,2010s
7HMmFQsKsljwTw8bS7lu19,Rare,Selena Gomez,88,3YPFaTR7WMi1Hd4NVKdCJx,Rare,2020-01-10,TUNES DANCE AND POP,3arpkhoRWXEYbdCpVAIrRR,pop,dance pop,0.838,0.545,5,-6.713,1,0.0706,0.208,8.01e-05,0.103,0.631,114.998,220590,2020-01-10,2020,
6v3KW9xbzN5yKLt9YKDYA2,Señorita,Shawn Mendes,88,0xzScN8P3hQAz3BT3YYX5w,Shawn Mendes (Deluxe),2019-06-19,TUNES DANCE AND POP,3arpkhoRWXEYbdCpVAIrRR,pop,dance pop,0.759,0.548,9,-6.049,0,0.029,0.0392,0.0,0.0828,0.749,116.967,190800,2019-06-19,2019,2010s
1M4qEo4HE3PRaCOM7EXNJq,Adore You,Harry Styles,91,5SL9nXZYZZl68bHwaM8uLa,Adore You,2019-12-06,TUNES DANCE AND POP,3arpkhoRWXEYbdCpVAIrRR,pop,dance pop,0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,207133,2019-12-06,2019,2010s
7qiZfU4dY1lWllzX7mPBI3,Shape of You,Ed Sheeran,86,3T4tUhGYeRNVUGevb0wThu,÷ (Deluxe),2017-03-03,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,pop,dance pop,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,233713,2017-03-03,2017,2010s
2W4yABdLc4Jnds67Poi5Nl,Yellow Hearts,Ant Saunders,89,7L5mva8yC5ctamvs4XzgpR,Yellow Hearts,2019-06-18,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,pop,dance pop,0.865,0.438,7,-8.943,1,0.0719,0.177,0.0,0.0743,0.695,129.038,223258,2019-06-18,2019,2010s
3U4isOIWM3VvDubwSI3y7a,All of Me,John Legend,85,4OTAx9un4e6NfoHuVRiOrC,Love In The Future (Expanded Edition),2013-08-30,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,pop,dance pop,0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,119.93,269560,2013-08-30,2013,2010s
7LzouaWGFCy4tkXDOOnEyM,Liar,Camila Cabello,87,3xgS4rfthlsvhW7J2WLiiR,Liar,2019-09-04,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,pop,dance pop,0.74,0.498,11,-6.684,0,0.0456,0.0169,0.00282,0.319,0.652,98.016,207039,2019-09-04,2019,2010s
1HfMVBKM75vxSfsQ5VefZ5,Lose You To Love Me,Selena Gomez,93,3tBkjgxDqAwss76O1YHsSY,Lose You To Love Me,2019-10-23,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.505,0.34,4,-9.005,1,0.0438,0.576,0.0,0.21,0.0916,101.993,206459,2019-10-23,2019,2010s
2b8fOow8UzyDFAE27YhOZM,Memories,Maroon 5,98,3nR9B40hYLKLcR0Eph3Goc,Memories,2019-09-20,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.764,0.32,11,-7.209,1,0.0546,0.837,0.0,0.0822,0.575,91.019,189486,2019-09-20,2019,2010s
21jGcNKet2qwijlDFuPiPb,Circles,Post Malone,98,4g1ZRSobMefqF6nelkgibi,Hollywood's Bleeding,2019-09-06,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,215280,2019-09-06,2019,2010s
6WrI0LAC5M1Rw2MnX2ZvEg,Don't Start Now,Dua Lipa,97,0ix3XtPV1LwmZADsprKxcp,Don't Start Now,2019-10-31,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.794,0.793,11,-4.521,0,0.0842,0.0125,0.0,0.0952,0.677,123.941,183290,2019-10-31,2019,2010s
3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOM,Travis Scott,94,2uDTi1PlpSpvAv7IRAoAEU,HIGHEST IN THE ROOM,2019-10-04,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,175721,2019-10-04,2019,2010s
7qEHsqek33rTcFNT9PFqLf,Someone You Loved,Lewis Capaldi,94,5658aM19fA3JVwTK6eQX70,Divinely Uninspired To A Hellish Extent,2019-05-17,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,182161,2019-05-17,2019,2010s
6v3KW9xbzN5yKLt9YKDYA2,Señorita,Shawn Mendes,88,0xzScN8P3hQAz3BT3YYX5w,Shawn Mendes (Deluxe),2019-06-19,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.759,0.548,9,-6.049,0,0.029,0.0392,0.0,0.0828,0.749,116.967,190800,2019-06-19,2019,2010s
7aiClxsDWFRQ0Kzk5KI5ku,hot girl bummer,blackbear,94,37CqAwxTungNxKpIK5vSgE,hot girl bummer,2019-08-23,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.778,0.559,6,-7.109,0,0.0776,0.128,0.0,0.399,0.678,129.989,185093,2019-08-23,2019,2010s
6cy3ki60hLwimwIje7tALf,RITMO (Bad Boys For Life),The Black Eyed Peas,96,6EobpC5SDFy5DF50dWNVGF,RITMO (Bad Boys For Life),2019-10-12,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.721,0.716,10,-7.037,0,0.0657,0.0334,0.00084,0.237,0.667,104.994,221714,2019-10-12,2019,2010s
2QpGZOhTCHHiKmpSO9FW4h,Follow God,Kanye West,85,0FgZKfoU2Br5sHOfvZKTI9,JESUS IS KING,2019-10-25,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.529,0.9,1,-3.503,1,0.418,0.000248,1.21e-05,0.0426,0.434,180.291,104591,2019-10-25,2019,2010s
2wrJq5XKLnmhRXHIAf9xBa,"10,000 Hours (with Justin Bieber)",Dan + Shay,91,4ow6xJwn49gpWz7iHpOzWY,"10,000 Hours (with Justin Bieber)",2019-10-04,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.654,0.63,10,-4.644,1,0.0259,0.153,0.0,0.111,0.43,89.991,167693,2019-10-04,2019,2010s
2tnVG71enUj33Ic2nFN6kZ,Ride It,Regard,94,4zOhjJfe0dwqsNdDYk622E,Ride It,2019-07-26,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.88,0.751,7,-4.258,0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,157606,2019-07-26,2019,2010s
